[(0.391444, 0.744602), (0.392369, 0.768752), (0.381304, 0.742442), (0.372279, 0.742965), (0.366971, 0.743514), (0.36129, 0.745745), (0.38184, 0.766423), (0.367093, 0.754389), (0.363608, 0.749661), (0.373088, 0.760735), (0.363269, 0.744224), (0.401587, 0.742939), (0.411017, 0.743954), (0.416394, 0.744872), (0.423233, 0.747363), (0.402875, 0.767071), (0.417547, 0.755968), (0.420912, 0.751332), (0.411576, 0.762041), (0.420467, 0.745788)]
[(0.392686, 0.743823), (0.394062, 0.765402), (0.383503, 0.742475), (0.375438, 0.743727), (0.370654, 0.744692), (0.36527, 0.747154), (0.384659, 0.764166), (0.371004, 0.754522), (0.367622, 0.750497), (0.376694, 0.759782), (0.367239, 0.745643), (0.401763, 0.74141), (0.410154, 0.741714), (0.414975, 0.742189), (0.421258, 0.743826), (0.403349, 0.763174), (0.416233, 0.752091), (0.419191, 0.747587), (0.411, 0.758043), (0.418643, 0.742685)]
[(0.398047, 0.750965), (0.39857, 0.769787), (0.389165, 0.75034), (0.380973, 0.75201), (0.376031, 0.753108), (0.370539, 0.755365), (0.389318, 0.769296), (0.376096, 0.761525), (0.372784, 0.758143), (0.381561, 0.765891), (0.372554, 0.754027), (0.406658, 0.74833), (0.414347, 0.748067), (0.418707, 0.748215), (0.424264, 0.749383), (0.407358, 0.767227), (0.419425, 0.756732), (0.422244, 0.752703), (0.414509, 0.762242), (0.422056, 0.748449)]
[(0.402556, 0.762035), (0.401675, 0.77985), (0.393385, 0.761529), (0.38434, 0.763408), (0.378622, 0.764406), (0.371557, 0.766459), (0.392577, 0.779573), (0.378536, 0.772317), (0.374473, 0.769186), (0.384618, 0.776401), (0.374205, 0.76515), (0.411111, 0.759071), (0.418326, 0.758288), (0.422072, 0.758085), (0.42678, 0.758763), (0.41002, 0.776955), (0.421516, 0.76634), (0.424419, 0.762324), (0.416768, 0.771792), (0.425014, 0.757946)]
[(0.404893, 0.766853), (0.403457, 0.783278), (0.395544, 0.766744), (0.386019, 0.768804), (0.379968, 0.769859), (0.372335, 0.771854), (0.394249, 0.783388), (0.37971, 0.777149), (0.375425, 0.774341), (0.386083, 0.780753), (0.375203, 0.770614), (0.413493, 0.76376), (0.420534, 0.762619), (0.424128, 0.762213), (0.428648, 0.76256), (0.411706, 0.780268), (0.423121, 0.769952), (0.42614, 0.766058), (0.418361, 0.775233), (0.426972, 0.76188)]
[(0.405024, 0.770498), (0.40344, 0.786456), (0.395575, 0.770356), (0.385876, 0.772223), (0.379811, 0.773091), (0.372233, 0.774831), (0.394134, 0.786535), (0.379523, 0.780173), (0.375267, 0.777328), (0.38592, 0.783838), (0.375029, 0.773684), (0.41371, 0.767412), (0.42076, 0.766099), (0.424274, 0.765544), (0.428694, 0.765679), (0.411756, 0.783413), (0.423208, 0.773056), (0.426201, 0.769165), (0.418453, 0.778352), (0.427065, 0.76507)]
[(0.405091, 0.772497), (0.403589, 0.788581), (0.395597, 0.772308), (0.385882, 0.774064), (0.379866, 0.774816), (0.372387, 0.776421), (0.394277, 0.788507), (0.379716, 0.781849), (0.375451, 0.778957), (0.386103, 0.785617), (0.375096, 0.775316), (0.413842, 0.769501), (0.421035, 0.768171), (0.424583, 0.767567), (0.429148, 0.767576), (0.412017, 0.785536), (0.423579, 0.775084), (0.426574, 0.771135), (0.418789, 0.780417), (0.427472, 0.767007)]
[(0.40327, 0.775132), (0.401543, 0.792434), (0.393989, 0.774729), (0.384404, 0.77632), (0.378402, 0.776909), (0.370727, 0.778304), (0.392493, 0.792187), (0.378088, 0.784622), (0.373814, 0.78127), (0.384472, 0.788891), (0.373555, 0.777231), (0.411934, 0.771961), (0.41898, 0.770494), (0.422502, 0.769748), (0.427165, 0.769647), (0.409783, 0.789164), (0.421304, 0.777858), (0.424442, 0.773544), (0.416448, 0.783638), (0.425425, 0.769054)]
[(0.403575, 0.774603), (0.402214, 0.790971), (0.394313, 0.774129), (0.384905, 0.775534), (0.379051, 0.776019), (0.371689, 0.777381), (0.39314, 0.790647), (0.378875, 0.783305), (0.374693, 0.78014), (0.385142, 0.787427), (0.374364, 0.776336), (0.412245, 0.771637), (0.419389, 0.770302), (0.422926, 0.769568), (0.427591, 0.769372), (0.410568, 0.787934), (0.422047, 0.777167), (0.425018, 0.773056), (0.417282, 0.78269), (0.425832, 0.76888)]
[(0.403825, 0.776723), (0.402649, 0.793772), (0.394615, 0.776465), (0.385157, 0.778111), (0.379347, 0.778759), (0.372089, 0.78034), (0.393596, 0.793542), (0.379327, 0.786285), (0.375121, 0.78313), (0.385628, 0.790362), (0.374698, 0.779198), (0.412457, 0.773654), (0.419633, 0.772261), (0.423177, 0.77156), (0.427814, 0.771474), (0.410941, 0.790559), (0.422295, 0.779507), (0.425208, 0.775287), (0.417583, 0.785166), (0.426082, 0.770899)]
[(0.403438, 0.776397), (0.402557, 0.793848), (0.394099, 0.776136), (0.384692, 0.777828), (0.37895, 0.778524), (0.371858, 0.780149), (0.393428, 0.793598), (0.379122, 0.786216), (0.374914, 0.782997), (0.385445, 0.790353), (0.374366, 0.778992), (0.412235, 0.773246), (0.419703, 0.771862), (0.42342, 0.771209), (0.428344, 0.771115), (0.411024, 0.790608), (0.42269, 0.779381), (0.42569, 0.775042), (0.417834, 0.785139), (0.426488, 0.770534)]
[(0.403424, 0.776362), (0.402115, 0.793761), (0.393956, 0.776109), (0.384408, 0.777773), (0.378547, 0.778456), (0.371296, 0.780047), (0.392889, 0.793511), (0.37853, 0.786126), (0.37434, 0.782897), (0.384858, 0.790257), (0.373862, 0.778911), (0.412381, 0.773266), (0.419928, 0.771894), (0.423684, 0.771238), (0.428662, 0.771133), (0.41076, 0.790518), (0.422719, 0.77934), (0.42588, 0.77503), (0.417712, 0.785048), (0.426789, 0.770564)]
