[(0.636, 0.066475), (0.575155, 1.0), (0.479686, 0.0), (0.299552, 0.125827), (0.168706, 0.241853), (0.0, 0.412957), (0.420685, 0.958801), (0.151184, 0.686661), (0.063737, 0.54752), (0.274828, 0.846838), (0.069248, 0.332837), (0.779042, 0.051546), (0.893549, 0.201672), (0.955391, 0.34913), (1.0, 0.589648), (0.711786, 0.982609), (0.908303, 0.781783), (0.961338, 0.686198), (0.824695, 0.896898), (0.989281, 0.476226)]
[(0.528769, 0.08523), (0.503195, 1.0), (0.373109, 0.0), (0.212374, 0.097472), (0.108332, 0.231318), (0.0, 0.48969), (0.359294, 0.959159), (0.127587, 0.730039), (0.053249, 0.610956), (0.231917, 0.865613), (0.0376, 0.361321), (0.681462, 0.061691), (0.827436, 0.214922), (0.916558, 0.369007), (1.0, 0.635433), (0.64733, 0.99392), (0.875248, 0.818322), (0.946779, 0.730071), (0.774005, 0.924265), (0.974298, 0.509022)]
[(0.483977, 0.045629), (0.478219, 1.0), (0.332977, 0.0), (0.190949, 0.150909), (0.101269, 0.321028), (0.0, 0.635961), (0.340287, 0.988543), (0.119043, 0.831531), (0.051175, 0.741932), (0.218739, 0.93072), (0.037598, 0.477408), (0.637397, 0.009168), (0.794885, 0.166637), (0.89783, 0.328836), (1.0, 0.633407), (0.626136, 0.973976), (0.864804, 0.798775), (0.943441, 0.722197), (0.757144, 0.897222), (0.966862, 0.48101)]
[(0.51335, 0.069577), (0.514228, 1.0), (0.358613, 0.0), (0.207511, 0.144143), (0.11035, 0.305421), (0.0, 0.598295), (0.377338, 0.987225), (0.141887, 0.821718), (0.061909, 0.720108), (0.25073, 0.926207), (0.039414, 0.454243), (0.666063, 0.006962), (0.815735, 0.149391), (0.909755, 0.308527), (1.0, 0.623582), (0.652945, 0.98188), (0.875888, 0.812821), (0.947143, 0.727628), (0.776776, 0.914028), (0.972114, 0.467023)]
[(0.461185, 0.059654), (0.474219, 1.0), (0.312946, 0.016576), (0.177987, 0.167077), (0.093468, 0.336148), (0.0, 0.643091), (0.336661, 0.990091), (0.116869, 0.829945), (0.04979, 0.741649), (0.216352, 0.930175), (0.033813, 0.488344), (0.611952, 0.0), (0.770286, 0.136984), (0.878341, 0.280712), (1.0, 0.561832), (0.621525, 0.965027), (0.864901, 0.759264), (0.943948, 0.662091), (0.754521, 0.877601), (0.956377, 0.417032)]
[(0.724521, 0.032624), (0.67378, 0.991022), (0.541479, 0.028222), (0.333094, 0.216086), (0.18484, 0.379083), (0.0, 0.657301), (0.494967, 1.0), (0.175823, 0.843023), (0.073022, 0.752506), (0.323046, 0.941977), (0.073403, 0.515895), (0.86018, 0.0), (0.960837, 0.110072), (0.998178, 0.255801), (0.974913, 0.547129), (0.808286, 0.923931), (0.948935, 0.696485), (0.968116, 0.61937), (0.898406, 0.813008), (1.0, 0.400791)]
[(0.433075, 0.08099), (0.441226, 0.984424), (0.290458, 0.064529), (0.162548, 0.232682), (0.084726, 0.4096), (0.0, 0.714326), (0.309736, 1.0), (0.105697, 0.880626), (0.045269, 0.803286), (0.197016, 0.962226), (0.028756, 0.561226), (0.580747, 0.0), (0.744737, 0.114176), (0.862154, 0.245427), (1.0, 0.528125), (0.591004, 0.928535), (0.848931, 0.716256), (0.938259, 0.626654), (0.728974, 0.830796), (0.951622, 0.378727)]
[(0.54806, 0.060959), (0.526631, 0.990548), (0.391728, 0.02414), (0.235353, 0.214029), (0.131042, 0.399066), (0.0, 0.689346), (0.384156, 1.0), (0.139428, 0.865996), (0.05986, 0.785305), (0.25164, 0.956951), (0.051461, 0.548877), (0.695417, 0.0), (0.837304, 0.146085), (0.924808, 0.305615), (1.0, 0.576369), (0.672322, 0.937894), (0.889812, 0.731434), (0.954173, 0.658749), (0.79532, 0.838622), (0.978616, 0.444967)]
[(0.68789, 0.051854), (0.633496, 1.0), (0.521569, 0.0), (0.329205, 0.183177), (0.188966, 0.358713), (0.0, 0.637524), (0.478796, 0.998866), (0.183202, 0.831624), (0.076868, 0.738715), (0.324072, 0.938222), (0.076108, 0.502941), (0.820206, 0.017983), (0.93023, 0.174387), (0.98235, 0.349161), (0.990916, 0.610441), (0.763187, 0.957), (0.925886, 0.754238), (0.964369, 0.683358), (0.86004, 0.861215), (1.0, 0.490806)]
[(0.661613, 0.041014), (0.608695, 1.0), (0.501696, 0.0), (0.315719, 0.182443), (0.180145, 0.345367), (0.0, 0.617756), (0.451947, 0.995469), (0.171118, 0.821856), (0.072687, 0.723278), (0.302803, 0.928974), (0.071979, 0.482895), (0.795313, 0.009006), (0.908651, 0.155842), (0.968925, 0.31736), (1.0, 0.616594), (0.739485, 0.954846), (0.915167, 0.75912), (0.963368, 0.691098), (0.841111, 0.859347), (0.998954, 0.469524)]
[(0.669146, 0.038162), (0.609215, 0.996084), (0.506481, 0.0), (0.319073, 0.201117), (0.183502, 0.381214), (0.0, 0.673129), (0.453926, 1.0), (0.17034, 0.855856), (0.071805, 0.769177), (0.303564, 0.949522), (0.073733, 0.529804), (0.804508, 0.010405), (0.919258, 0.17286), (0.976326, 0.352589), (0.994474, 0.647363), (0.741717, 0.952934), (0.917213, 0.772495), (0.962485, 0.714291), (0.843951, 0.864841), (1.0, 0.50681)]
[(0.633335, 0.046608), (0.58734, 0.98392), (0.473937, 0.018365), (0.296289, 0.222203), (0.168793, 0.410644), (0.0, 0.746767), (0.43362, 1.0), (0.161601, 0.898069), (0.069358, 0.829994), (0.288305, 0.967509), (0.067186, 0.57626), (0.770979, 0.0), (0.892112, 0.15033), (0.959165, 0.324456), (1.0, 0.671348), (0.721822, 0.931058), (0.908791, 0.771557), (0.962165, 0.728353), (0.828832, 0.846148), (0.996181, 0.494928)]
[(0.551891, 0.051893), (0.533359, 0.993813), (0.396025, 0.014601), (0.2372, 0.200182), (0.130827, 0.379714), (0.0, 0.688508), (0.388602, 1.0), (0.141946, 0.877617), (0.061527, 0.794826), (0.254904, 0.960508), (0.050907, 0.535186), (0.700292, 0.0), (0.840599, 0.154327), (0.925619, 0.316292), (1.0, 0.625904), (0.674867, 0.949859), (0.887789, 0.774634), (0.952129, 0.710483), (0.795137, 0.865295), (0.978311, 0.470614)]
[(0.522308, 0.055278), (0.516285, 0.998642), (0.369022, 0.018702), (0.219107, 0.188559), (0.120515, 0.364185), (0.0, 0.696203), (0.372526, 1.0), (0.133695, 0.881588), (0.058148, 0.799642), (0.242579, 0.962014), (0.046655, 0.523405), (0.671652, 0.0), (0.816968, 0.145905), (0.909743, 0.306034), (1.0, 0.646637), (0.661041, 0.958501), (0.883539, 0.800232), (0.951581, 0.735068), (0.786205, 0.882549), (0.971577, 0.468463)]
[(0.641341, 0.039611), (0.578141, 0.996788), (0.480008, 0.019288), (0.298179, 0.213551), (0.170425, 0.375905), (0.0, 0.632416), (0.420134, 1.0), (0.150633, 0.826234), (0.064122, 0.72915), (0.273936, 0.937356), (0.069242, 0.505996), (0.782386, 0.0), (0.90278, 0.13588), (0.967343, 0.294303), (0.998572, 0.606563), (0.718797, 0.939557), (0.910715, 0.737838), (0.96277, 0.676347), (0.829302, 0.837098), (1.0, 0.450124)]
[(0.580808, 0.053669), (0.551916, 0.991728), (0.422865, 0.019593), (0.259346, 0.198615), (0.146348, 0.372161), (0.0, 0.696946), (0.404807, 1.0), (0.148409, 0.87582), (0.063731, 0.791365), (0.267233, 0.960673), (0.058326, 0.528543), (0.723851, 0.0), (0.854124, 0.129762), (0.933681, 0.292268), (1.0, 0.622512), (0.691406, 0.944383), (0.897383, 0.766009), (0.958203, 0.703076), (0.807171, 0.856465), (0.984105, 0.453365)]
[(0.529791, 0.081604), (0.512202, 0.991185), (0.377098, 0.03636), (0.228547, 0.189909), (0.127692, 0.353188), (0.0, 0.657687), (0.368864, 1.0), (0.129506, 0.86542), (0.054767, 0.768508), (0.239065, 0.958625), (0.050498, 0.498218), (0.674368, 0.0), (0.811563, 0.101256), (0.903025, 0.236247), (1.0, 0.529825), (0.655254, 0.938592), (0.882569, 0.732053), (0.952535, 0.637349), (0.780657, 0.845535), (0.968485, 0.371874)]
