[(0.527596, 0.130752), (0.520887, 1.0), (0.375788, 0.0), (0.229747, 0.080502), (0.128703, 0.191538), (0.0, 0.418259), (0.384003, 0.96242), (0.142759, 0.716404), (0.061794, 0.577192), (0.256139, 0.864976), (0.052722, 0.29919), (0.675468, 0.016851), (0.809461, 0.102126), (0.896786, 0.213144), (1.0, 0.437811), (0.65365, 0.960778), (0.873253, 0.712368), (0.945282, 0.582485), (0.77328, 0.858355), (0.960616, 0.317879)]
[(0.542379, 0.114225), (0.534326, 1.0), (0.388841, 0.0), (0.237275, 0.119409), (0.131102, 0.268192), (0.0, 0.537366), (0.396894, 0.967464), (0.150718, 0.75727), (0.065323, 0.657038), (0.26675, 0.883069), (0.05249, 0.401358), (0.689085, 0.015281), (0.821275, 0.13759), (0.905917, 0.286985), (1.0, 0.555514), (0.6653, 0.976683), (0.879319, 0.775591), (0.948056, 0.673856), (0.782815, 0.897216), (0.965068, 0.418466)]
[(0.567433, 0.086115), (0.550262, 1.0), (0.410926, 0.0), (0.25352, 0.159907), (0.143018, 0.326107), (0.0, 0.59052), (0.410225, 0.981791), (0.154298, 0.805048), (0.066072, 0.706956), (0.275195, 0.916747), (0.058326, 0.462752), (0.712031, 0.021884), (0.843225, 0.180815), (0.923207, 0.35124), (1.0, 0.617461), (0.684858, 0.975466), (0.892258, 0.796318), (0.953933, 0.713642), (0.801108, 0.900144), (0.973969, 0.491016)]
[(0.52694, 0.085292), (0.528867, 1.0), (0.37372, 0.0), (0.229745, 0.150151), (0.130253, 0.306077), (0.0, 0.553622), (0.390814, 0.981142), (0.146275, 0.781409), (0.063357, 0.67537), (0.260747, 0.906651), (0.054077, 0.432555), (0.673422, 0.004761), (0.811887, 0.149308), (0.901398, 0.300683), (1.0, 0.542512), (0.667942, 0.965819), (0.883947, 0.746274), (0.950062, 0.649229), (0.788815, 0.870848), (0.961905, 0.424662)]
[(0.518594, 0.092141), (0.531779, 1.0), (0.363805, 0.013009), (0.217588, 0.141634), (0.119436, 0.291486), (0.0, 0.55169), (0.38998, 0.979573), (0.145917, 0.773303), (0.062812, 0.668961), (0.259915, 0.898706), (0.046421, 0.420663), (0.664242, 0.0), (0.80657, 0.112967), (0.900099, 0.250546), (1.0, 0.518234), (0.671577, 0.962795), (0.88557, 0.731661), (0.951093, 0.627882), (0.792129, 0.86276), (0.963468, 0.381507)]
[(0.462616, 0.078813), (0.495404, 1.0), (0.312718, 0.029232), (0.180096, 0.163607), (0.095842, 0.321561), (0.0, 0.610401), (0.358753, 0.987863), (0.133106, 0.816262), (0.058588, 0.722553), (0.236847, 0.922368), (0.035252, 0.465757), (0.611574, 0.0), (0.770897, 0.112561), (0.88031, 0.245282), (1.0, 0.508886), (0.641077, 0.958736), (0.873075, 0.729496), (0.947452, 0.622108), (0.769502, 0.859149), (0.957403, 0.373239)]
[(0.455526, 0.084414), (0.465778, 0.988548), (0.308902, 0.058449), (0.176981, 0.23143), (0.094286, 0.415127), (0.0, 0.730601), (0.333289, 1.0), (0.119607, 0.894851), (0.0527, 0.823624), (0.216537, 0.967355), (0.034472, 0.574403), (0.603272, 0.0), (0.762935, 0.121577), (0.874659, 0.272731), (1.0, 0.580733), (0.610538, 0.943158), (0.857625, 0.763818), (0.941764, 0.6815), (0.743468, 0.860963), (0.956953, 0.422362)]
[(0.472671, 0.088962), (0.481832, 0.986907), (0.327286, 0.054289), (0.193774, 0.217425), (0.105974, 0.390951), (0.0, 0.687113), (0.349896, 1.0), (0.129193, 0.884606), (0.056753, 0.797744), (0.230938, 0.96609), (0.039824, 0.541012), (0.616685, 0.0), (0.769658, 0.114095), (0.877616, 0.256034), (1.0, 0.54755), (0.624362, 0.93916), (0.863084, 0.744779), (0.943694, 0.654594), (0.753444, 0.851219), (0.957406, 0.397359)]
[(0.489887, 0.082419), (0.486086, 0.981418), (0.345329, 0.050628), (0.206403, 0.220635), (0.113412, 0.405694), (0.0, 0.728636), (0.353013, 1.0), (0.129233, 0.910769), (0.056194, 0.831678), (0.232581, 0.97872), (0.042674, 0.568037), (0.632341, 0.0), (0.780323, 0.123346), (0.88427, 0.277992), (1.0, 0.606595), (0.627531, 0.936862), (0.864616, 0.77729), (0.944518, 0.70248), (0.755706, 0.863172), (0.961184, 0.436389)]
[(0.514627, 0.078693), (0.506436, 0.97922), (0.368428, 0.054257), (0.220406, 0.235127), (0.120689, 0.427772), (0.0, 0.759457), (0.3699, 1.0), (0.13606, 0.928878), (0.058761, 0.857116), (0.244871, 0.986728), (0.044916, 0.595043), (0.655406, 0.0), (0.798314, 0.126931), (0.895891, 0.294398), (1.0, 0.654853), (0.643195, 0.938872), (0.871572, 0.812713), (0.947453, 0.748035), (0.767073, 0.880015), (0.967065, 0.469386)]
[(0.443531, 0.087652), (0.46305, 0.996228), (0.300133, 0.068912), (0.172645, 0.227691), (0.091997, 0.386212), (0.0, 0.653283), (0.32905, 1.0), (0.116785, 0.84325), (0.051398, 0.751215), (0.212381, 0.944884), (0.033669, 0.520173), (0.589796, 0.0), (0.748798, 0.095905), (0.862779, 0.210503), (1.0, 0.451082), (0.609438, 0.937631), (0.858328, 0.68633), (0.941809, 0.570043), (0.743374, 0.825361), (0.950671, 0.321558)]
